Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
15411265;33; APOTHEEK ; AMPULLENKAST ; CEFAZOLINE 1000MG INJ.PDR. ;60532;213615;1974920; A ;;;;15411265,33, APOTHEEK , AMPULLENKAST , CEFAZOLINE 1000MG INJ.PDR. ,60532,213615,1974920, A ,,
14787717;242; APOTHEEK ; AMPULLENKAST ; CEFOTAXIM 1000MG INJ.PDR. ;61496;141257;1549731; A ;;;;14787717,242, APOTHEEK , AMPULLENKAST , CEFOTAXIM 1000MG INJ.PDR. ,61496,141257,1549731, A ,,
14760649;12; APOTHEEK ; AMPULLENKAST ; CEFTRIAXON 500MG INJ.PDR. ;138485;138485;1529471; A ;;;;14760649,12, APOTHEEK , AMPULLENKAST , CEFTRIAXON 500MG INJ.PDR. ,138485,138485,1529471, A ,,
13630431;1; APOTHEEK ; BALIREK 4 ; CELSTOF VELLEN KLIN 5000G 40X60CM           141116 ;176635;40004;696676; A ;;;;13630431,1, APOTHEEK , BALIREK 4 , CELSTOF VELLEN KLIN 5000G 40X60CM           141116 ,176635,40004,696676, A ,,
90004417;2; APOTHEEK ; BALIREK 3 ; CERCLAGE PESSAR TYP A 35 PZN 4805657 ;niet gevonden;9005226;1781278; A ;;;;90004417,2, APOTHEEK , BALIREK 3 , CERCLAGE PESSAR TYP A 35 PZN 4805657 ,niet gevonden,9005226,1781278, A ,,
90004415;3; APOTHEEK ; BALIREK 3 ; CERCLAGE PESSAR TYP A 70PZN 4805628 ;niet gevonden;9005224;1781278; A ;;;;90004415,3, APOTHEEK , BALIREK 3 , CERCLAGE PESSAR TYP A 70PZN 4805628 ,niet gevonden,9005224,1781278, A ,,
15078809;540; APOTHEEK ; INWENDIGE DRANKEN ; CETIRIZINE 1MG/ML STR. ;64092;148361;1594966; A ;;;;15078809,540, APOTHEEK , INWENDIGE DRANKEN , CETIRIZINE 1MG/ML STR. ,64092,148361,1594966, A ,,
90000406;600; APOTHEEK ; UITWENDIGE GENEESMIDDELEN ; CHLOORHEXIDINE 1% OPL. (IN WATER) ;209648;9000523;261556; A ;;;;90000406,600, APOTHEEK , UITWENDIGE GENEESMIDDELEN , CHLOORHEXIDINE 1% OPL. (IN WATER) ,209648,9000523,261556, A ,,
14043882;290; APOTHEEK ; ORALE MIDDELEN ; CHLOORHEXIDINEDIGLUC. 0 2% MONDSPOELING ;70871;70871;1032283; A ;;;;14043882,290, APOTHEEK , ORALE MIDDELEN , CHLOORHEXIDINEDIGLUC. 0 2% MONDSPOELING ,70871,70871,1032283, A ,,
15263541;97; APOTHEEK ; INWENDIGE DRANKEN ; CHLORALHYDRAAT 100MG/ML DRANK ;31351;31351;255629; A ;;;;15263541,97, APOTHEEK , INWENDIGE DRANKEN , CHLORALHYDRAAT 100MG/ML DRANK ,31351,31351,255629, A ,,
15369390;325; APOTHEEK ; A T/M C ; CICLOSPORINE 25MG CAPS. ;122762;210634;1943456; A ;;;;15369390,325, APOTHEEK , A T/M C , CICLOSPORINE 25MG CAPS. ,122762,210634,1943456, A ,,
14738791;195; APOTHEEK ; WERKBANK + BALI ; CIPROFLOXACINE 500MG TABL. ;62731;131317;1516175; A ;;;;14738791,195, APOTHEEK , WERKBANK + BALI , CIPROFLOXACINE 500MG TABL. ,62731,131317,1516175, A ,,
14613182;293; APOTHEEK ; A T/M C ; CITALOPRAM 20MG TAB. OMH. ;78787;78787;1009370; A ;;;;14613182,293, APOTHEEK , A T/M C , CITALOPRAM 20MG TAB. OMH. ,78787,78787,1009370, A ,,
13769588;50; APOTHEEK ; ORALE MIDDELEN ; CITROENGLYCERINE 0 5%  APPLVLST. ;46075;46075;404039; A ;;;;13769588,50, APOTHEEK , ORALE MIDDELEN , CITROENGLYCERINE 0 5%  APPLVLST. ,46075,46075,404039, A ,,
14804956;115; APOTHEEK ; A T/M C ; CLEMASTINE 1MG TABL. ;60742;15324;236276; A ;;;;14804956,115, APOTHEEK , A T/M C , CLEMASTINE 1MG TABL. ,60742,15324,236276, A ,,
90000408;4; APOTHEEK ; AMPULLENKAST ; CLEMASTINE 1MG/ML INJ. 2ML ;134848;9000526;19879; A ;;;;90000408,4, APOTHEEK , AMPULLENKAST , CLEMASTINE 1MG/ML INJ. 2ML ,134848,9000526,19879, A ,,
14220458;12; APOTHEEK ; A T/M C ; CLINDAMYCINE 300MG CAPS. ;63155;85778;1139142; A ;;;;14220458,12, APOTHEEK , A T/M C , CLINDAMYCINE 300MG CAPS. ,63155,85778,1139142, A ,,
13775022;390; APOTHEEK ; UITWENDIGE GENEESMIDDELEN ; CLINDAMYCINE HCL 1% OPL FNA ;31179;31179;531782; A ;;;;13775022,390, APOTHEEK , UITWENDIGE GENEESMIDDELEN , CLINDAMYCINE HCL 1% OPL FNA ,31179,31179,531782, A ,,
90001308;256; APOTHEEK ; CREMES-ZALVEN PATENT ; CLOBETASOL 0 05% CREME ;60198;9001611;99651; A ;;;;90001308,256, APOTHEEK , CREMES-ZALVEN PATENT , CLOBETASOL 0 05% CREME ,60198,9001611,99651, A ,,
14051974;18; APOTHEEK ; A T/M C ; CLOMIFEENCITRAAT 50MG TABL. ;71482;71482;1036149; A ;;;;14051974,18, APOTHEEK , A T/M C , CLOMIFEENCITRAAT 50MG TABL. ,71482,71482,1036149, A ,,
12145270;15; APOTHEEK ; A T/M C ; CLONAZEPAM 2MG TABL. ;60695;13428;231363; A ;;;;12145270,15, APOTHEEK , A T/M C , CLONAZEPAM 2MG TABL. ,60695,13428,231363, A ,,
90000586;196; APOTHEEK ; A T/M C ; CLOPIDOGREL 75MG TABL. ;267298;9000853;1137646; A ;;;;90000586,196, APOTHEEK , A T/M C , CLOPIDOGREL 75MG TABL. ,267298,9000853,1137646, A ,,
90000470;90; APOTHEEK ; CREMES-ZALVEN PATENT ; CLOTRIMAZOL 10MG/G VAG.CR. ;60355;9000704;206172; A ;;;;90000470,90, APOTHEEK , CREMES-ZALVEN PATENT , CLOTRIMAZOL 10MG/G VAG.CR. ,60355,9000704,206172, A ,,
13928007;25; APOTHEEK ; OPIATEN KAST ; CODEINI PHOSPHAS HEMIHYDRICUS (90) ;3268;3268;471542; A ;;;;13928007,25, APOTHEEK , OPIATEN KAST , CODEINI PHOSPHAS HEMIHYDRICUS (90) ,3268,3268,471542, A ,,
90003687;2; APOTHEEK ; BALIREK 4 ; COLOSTOMIEZAK 8-50MM  EENDELIG OPEN 020922 ;niet gevonden;9004311;848778; A ;;;;90003687,2, APOTHEEK , BALIREK 4 , COLOSTOMIEZAK 8-50MM  EENDELIG OPEN 020922 ,niet gevonden,9004311,848778, A ,,
14684322;2; APOTHEEK ; AMPULLENKAST ; COSMOFER INJVLST 50MG/ML AMPUL 2ML ;126399;126399;1484559; A ;;;;14684322,2, APOTHEEK , AMPULLENKAST , COSMOFER INJVLST 50MG/ML AMPUL 2ML ,126399,126399,1484559, A ,,
90004636;840; APOTHEEK ; INWENDIGE DRANKEN ; COTRIMOXAZOL 240MG/5ML SUSPENSIE 60ML ;300213;9005635;755621; A ;;;;90004636,840, APOTHEEK , INWENDIGE DRANKEN , COTRIMOXAZOL 240MG/5ML SUSPENSIE 60ML ,300213,9005635,755621, A ,,
90000014;73; APOTHEEK ; AMPULLENKAST ; COTRIMOXAZOL 96MG/ML INJ. 5ML ;134902;9005064;82309; A ;;;;90000014,73, APOTHEEK , AMPULLENKAST , COTRIMOXAZOL 96MG/ML INJ. 5ML ,134902,9005064,82309, A ,,
13871110;11; APOTHEEK ; AMPULLENKAST ; CYKLOKAPRON 100MG/ML INJ. 5ML ;4130;4130;49530; A ;;;;13871110,11, APOTHEEK , AMPULLENKAST , CYKLOKAPRON 100MG/ML INJ. 5ML ,4130,4130,49530, A ,,
13871137;176; APOTHEEK ; A T/M C ; CYKLOKAPRON 500MG TABL. ;4132;4132;208140; A ;;;;13871137,176, APOTHEEK , A T/M C , CYKLOKAPRON 500MG TABL. ,4132,4132,208140, A ,,
14227789;2; APOTHEEK ; AMPULLENKAST ; DACARBAZINE 200MG INJ.PDR. ;86339;86339;1141562; A ;;;;14227789,2, APOTHEEK , AMPULLENKAST , DACARBAZINE 200MG INJ.PDR. ,86339,86339,1141562, A ,,
14227800;2; APOTHEEK ; CHEMO ; DACARBAZINE 500MG INF.PDR. ;86340;86340;1141570; A ;;;;14227800,2, APOTHEEK , CHEMO , DACARBAZINE 500MG INF.PDR. ,86340,86340,1141570, A ,,
90004560;1000; APOTHEEK ; BALIREK 1 ; DARATIN PIL ;Bali;9005439;1625101; A ;;;;90004560,1000, APOTHEEK , BALIREK 1 , DARATIN PIL ,Bali,9005439,1625101, A ,,
12114774;15; APOTHEEK ; AMPULLENKAST ; DESFERAL 500MG INJ.PDR. ;4624;4624;25801; A ;;;;12114774,15, APOTHEEK , AMPULLENKAST , DESFERAL 500MG INJ.PDR. ,4624,4624,25801, A ,,
14052423;43; APOTHEEK ; WERKBANK + BALI ; DEXAMETHASON 0 5MG TABLET ;60405;71513;1036386; A ;;;;14052423,43, APOTHEEK , WERKBANK + BALI , DEXAMETHASON 0 5MG TABLET ,60405,71513,1036386, A ,,
14255049;18; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; DEXAMETHASONE 0 1% OOG/OORDR. ;31275;9000943;1155938; A ;;;;14255049,18, APOTHEEK , OOGDRUPPELS - EN ZALVEN , DEXAMETHASONE 0 1% OOG/OORDR. ,31275,9000943,1155938, A ,,
13245317;8; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; DEXAMYTREX OOGDR. 5ML ;4647;4647;604607; A ;;;;13245317,8, APOTHEEK , OOGDRUPPELS - EN ZALVEN , DEXAMYTREX OOGDR. 5ML ,4647,4647,604607, A ,,
14883333;3; APOTHEEK ; ANTICONCEPTIE ; DIANE-35 TABL. OMH. ;4686;4686;606782; A ;;;;14883333,3, APOTHEEK , ANTICONCEPTIE , DIANE-35 TABL. OMH. ,4686,4686,606782, A ,,
14015927;140; APOTHEEK ; WERKBANK + BALI ; DIAZEPAM  5MG TABLET ;24553;68068;1016679; A ;;;;14015927,140, APOTHEEK , WERKBANK + BALI , DIAZEPAM  5MG TABLET ,24553,68068,1016679, A ,,
14040115;24; APOTHEEK ; AMPULLENKAST ; DIAZEPAM  5MG/ML INJ. 2ML ;70614;70614;1030345; A ;;;;14040115,24, APOTHEEK , AMPULLENKAST , DIAZEPAM  5MG/ML INJ. 2ML ,70614,70614,1030345, A ,,
14015935;684; APOTHEEK ; WERKBANK + BALI ; DIAZEPAM 10MG TABL. ;24554;68069;1016687; A ;;;;14015935,684, APOTHEEK , WERKBANK + BALI , DIAZEPAM 10MG TABL. ,24554,68069,1016687, A ,,
14040964;37; APOTHEEK ; AMPULLENKAST ; DICLOFENAC 25MG/ML INJ. 3ML ;66898;66898;1007173; A ;;;;14040964,37, APOTHEEK , AMPULLENKAST , DICLOFENAC 25MG/ML INJ. 3ML ,66898,66898,1007173, A ,,
90004726;70; APOTHEEK ; BALIREK 2 ; DICLOFENAC GEL (OMNIGEL) 30GR ;256721;9006718;264172; A ;;;;90004726,70, APOTHEEK , BALIREK 2 , DICLOFENAC GEL (OMNIGEL) 30GR ,256721,9006718,264172, A ,,
14054094;281; APOTHEEK ; WERKBANK + BALI ; DICLOFENAC NATRIUM 100MG ZETPIL ;71615;71615;1037145; A ;;;;14054094,281, APOTHEEK , WERKBANK + BALI , DICLOFENAC NATRIUM 100MG ZETPIL ,71615,71615,1037145, A ,,
14054078;480; APOTHEEK ; A T/M C ; DICLOFENAC NATRIUM 25MG TABL. ;68092;68092;1016881; A ;;;;14054078,480, APOTHEEK , A T/M C , DICLOFENAC NATRIUM 25MG TABL. ,68092,68092,1016881, A ,,
90000016;21; APOTHEEK ; AMPULLENKAST ; DIGOXINE 0 25MG/ML INJ. 2ML ;134874;9000077;50768; A ;;;;90000016,21, APOTHEEK , AMPULLENKAST , DIGOXINE 0 25MG/ML INJ. 2ML ,134874,9000077,50768, A ,,
90000017;279; APOTHEEK ; D T/M N ; DIGOXINE 0 25MG TABL. ;60540;9000078;220426; A ;;;;90000017,279, APOTHEEK , D T/M N , DIGOXINE 0 25MG TABL. ,60540,9000078,220426, A ,,
15625583;5; APOTHEEK ; D T/M N ; DIGOXINE 0 125MG TABL. ;61529;9219;412953; A ;;;;15625583,5, APOTHEEK , D T/M N , DIGOXINE 0 125MG TABL. ,61529,9219,412953, A ,,
90000196;84; APOTHEEK ; ZETPILLEN ; DIMENHYDRINAAT 100MG ZETPIL ;niet gevonden;9000287;250392; A ;;;;90000196,84, APOTHEEK , ZETPILLEN , DIMENHYDRINAAT 100MG ZETPIL ,niet gevonden,9000287,250392, A ,,
90000138;117; APOTHEEK ; ZETPILLEN ; DIMENHYDRINAAT 10MG ZETPIL ;niet gevonden;9000218;250392; A ;;;;90000138,117, APOTHEEK , ZETPILLEN , DIMENHYDRINAAT 10MG ZETPIL ,niet gevonden,9000218,250392, A ,,
90000689;93; APOTHEEK ; ZETPILLEN ; DIMENHYDRINAAT 25MG ZETPIL ;niet gevonden;9000966;250392; A ;;;;90000689,93, APOTHEEK , ZETPILLEN , DIMENHYDRINAAT 25MG ZETPIL ,niet gevonden,9000966,250392, A ,,
90000197;616; APOTHEEK ; WERKBANK + BALI ; DIMENHYDRINAAT 50MG TABL. ;niet gevonden;9000288;250392; A ;;;;90000197,616, APOTHEEK , WERKBANK + BALI , DIMENHYDRINAAT 50MG TABL. ,niet gevonden,9000288,250392, A ,,
90000139;58; APOTHEEK ; ZETPILLEN ; DIMENHYDRINAAT 50MG ZETPIL ;niet gevonden;9000220;250392; A ;;;;90000139,58, APOTHEEK , ZETPILLEN , DIMENHYDRINAAT 50MG ZETPIL ,niet gevonden,9000220,250392, A ,,
90004654;4; APOTHEEK ; BALIREK 3 ; DIPHENEL DM HOESTDRANK 125ML ;niet gevonden;9006218;44474; A ;;;;90004654,4, APOTHEEK , BALIREK 3 , DIPHENEL DM HOESTDRANK 125ML ,niet gevonden,9006218,44474, A ,,
90000179;1125; APOTHEEK ; INWENDIGE DRANKEN ; DIPHENHYDRAMINE 12 5MG/5ML DRANK (DEXALIN) ;niet gevonden;9003778;250392; A ;;;;90000179,1125, APOTHEEK , INWENDIGE DRANKEN , DIPHENHYDRAMINE 12 5MG/5ML DRANK (DEXALIN) ,niet gevonden,9003778,250392, A ,,
90001134;175; APOTHEEK ; INWENDIGE DRANKEN ; DIPHENHYDRAMINE 14MG/5ML STR. ;niet gevonden;9005130;250392; A ;;;;90001134,175, APOTHEEK , INWENDIGE DRANKEN , DIPHENHYDRAMINE 14MG/5ML STR. ,niet gevonden,9005130,250392, A ,,
15623866;17; APOTHEEK ; CHEMO ; DOCETAXEL INFVLST CONC 20MG/ML FL 1ML ;229490;229491;2132729; A ;;;;15623866,17, APOTHEEK , CHEMO , DOCETAXEL INFVLST CONC 20MG/ML FL 1ML ,229490,229491,2132729, A ,,
90004482;894; APOTHEEK ; ANTIVIRAAL ; DOLUTEGRAVIR 50MG TABL. ;259789;9005341;1927051; A ;;;;90004482,894, APOTHEEK , ANTIVIRAAL , DOLUTEGRAVIR 50MG TABL. ,259789,9005341,1927051, A ,,
90003459;17; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; DORZOLAMIDE 20MG/ML OOGDR. 5ML ;136118;9003996;850144; A ;;;;90003459,17, APOTHEEK , OOGDRUPPELS - EN ZALVEN , DORZOLAMIDE 20MG/ML OOGDR. 5ML ,136118,9003996,850144, A ,,
15070840;15; APOTHEEK ; OOGDRUPPELS - EN ZALVEN ; DORZOLAMIDE/TIMOLOL 20/5MG OOGDR. 5ML ;228370;9004185;1144901; A ;;;;15070840,15, APOTHEEK , OOGDRUPPELS - EN ZALVEN , DORZOLAMIDE/TIMOLOL 20/5MG OOGDR. 5ML ,228370,9004185,1144901, A ,,
14577577;29; APOTHEEK ; D T/M N ; DOXAZOSINE 4MG RET.TABL. ;196095;94035;1181440; A ;;;;14577577,29, APOTHEEK , D T/M N , DOXAZOSINE 4MG RET.TABL. ,196095,94035,1181440, A ,,
90000527;2464; APOTHEEK ; ANTIVIRAAL ; DUOVIR 150/300MG TABL. ;84274;9000787;1116819; A ;;;;90000527,2464, APOTHEEK , ANTIVIRAAL , DUOVIR 150/300MG TABL. ,84274,9000787,1116819, A ,,
90004181;5985; APOTHEEK ; WERKBANK + BALI ; DUOVIR-N TABLET ;niet gevonden;9004931;1112899; A ;;;;90004181,5985, APOTHEEK , WERKBANK + BALI , DUOVIR-N TABLET ,niet gevonden,9004931,1112899, A ,,
90004554;90; APOTHEEK ; BALIREK 1 ; ECHINACEA CAPS ;Bali;9005433;1625101; A ;;;;90004554,90, APOTHEEK , BALIREK 1 , ECHINACEA CAPS ,Bali,9005433,1625101, A ,,
90004188;714; APOTHEEK ; ANTIVIRAAL ; EFAVIRENZ 600MG TABL. ;256261;9004938;1548247; A ;;;;90004188,714, APOTHEEK , ANTIVIRAAL , EFAVIRENZ 600MG TABL. ,256261,9004938,1548247, A ,,
12118249;40; APOTHEEK ; CHEMO ; ENDOXAN 50MG DRAGEE ;2366;5366;29297; A ;;;;12118249,40, APOTHEEK , CHEMO , ENDOXAN 50MG DRAGEE ,2366,5366,29297, A ,,
90002188;24; APOTHEEK ; KOELKAST ; EPOETINE 4000IE/0 3ML INJ. (NEORECORMON) ;127022;9004153;1799142; A ;;;;90002188,24, APOTHEEK , KOELKAST , EPOETINE 4000IE/0 3ML INJ. (NEORECORMON) ,127022,9004153,1799142, A ,,
90004699;16; APOTHEEK ; BALIREK 3 ; ERECTAGRA 100MG TABL. BLUE ;Bali;9006327;1140760; A ;;;;90004699,16, APOTHEEK , BALIREK 3 , ERECTAGRA 100MG TABL. BLUE ,Bali,9006327,1140760, A ,,
12858102;5000; APOTHEEK ; KOELKAST ; ERGOTAMINI TARTRAS ;5445;5445;250635; A ;;;;12858102,5000, APOTHEEK , KOELKAST , ERGOTAMINI TARTRAS ,5445,5445,250635, A ,,
90000021;1300; APOTHEEK ; INWENDIGE DRANKEN ; ERYTHROMYCIN 125MG/5ML SUSP. ;niet gevonden;9000533;567884; A ;;;;90000021,1300, APOTHEEK , INWENDIGE DRANKEN , ERYTHROMYCIN 125MG/5ML SUSP. ,niet gevonden,9000533,567884, A ,,
90000024;54; APOTHEEK ; D T/M N ; ETHAMBUTOL 400MG. TABL. ;60593;9000085;224138; A ;;;;90000024,54, APOTHEEK , D T/M N , ETHAMBUTOL 400MG. TABL. ,60593,9000085,224138, A ,,
90000025;152; APOTHEEK ; D T/M N ; ETHINYLESTRADIOL 0 05MG TABL. ;60833;9000086;52000; A ;;;;90000025,152, APOTHEEK , D T/M N , ETHINYLESTRADIOL 0 05MG TABL. ,60833,9000086,52000, A ,,
14083868;66; APOTHEEK ; D T/M N ; FENOXYMETHYLPEN. 250MG CAPS. ;74159;74159;1051555; A ;;;;14083868,66, APOTHEEK , D T/M N , FENOXYMETHYLPEN. 250MG CAPS. ,74159,74159,1051555, A ,,
14634791;697; APOTHEEK ; OPIATEN KAST ; FENTANYL 0 05MG/ML INJ. 2ML ;134969;121101;1453114; A ;;;;14634791,697, APOTHEEK , OPIATEN KAST , FENTANYL 0 05MG/ML INJ. 2ML ,134969,121101,1453114, A ,,
90000026;437; APOTHEEK ; D T/M N ; FENYTOINE 100MG TABL. ;niet gevonden;9000087;624144; A ;;;;90000026,437, APOTHEEK , D T/M N , FENYTOINE 100MG TABL. ,niet gevonden,9000087,624144, A ,,
90000027;32; APOTHEEK ; AMPULLENKAST ; FENYTOINE 50MG/ML INJ. 5ML ;135229;9000088;692115; A ;;;;90000027,32, APOTHEEK , AMPULLENKAST , FENYTOINE 50MG/ML INJ. 5ML ,135229,9000088,692115, A ,,
90004516;480; APOTHEEK ; INWENDIGE DRANKEN ; FERROFUMARAAT 20MG/ML SUSP. ;61312;9005387;1139436; A ;;;;90004516,480, APOTHEEK , INWENDIGE DRANKEN , FERROFUMARAAT 20MG/ML SUSP. ,61312,9005387,1139436, A ,,
90001136;1; APOTHEEK ; BALIREK 1 ; FERROL COMPOUND CHILDREN STRAWB.ELIXER 100ML ;Bali;9001440;1570080; A ;;;;90001136,1, APOTHEEK , BALIREK 1 , FERROL COMPOUND CHILDREN STRAWB.ELIXER 100ML ,Bali,9001440,1570080, A ,,
90000648;1; APOTHEEK ; BALIREK 1 ; FERROL COMPOUND COUGH AND COLD 200ML ;Bali;9000923;1570080; A ;;;;90000648,1, APOTHEEK , BALIREK 1 , FERROL COMPOUND COUGH AND COLD 200ML ,Bali,9000923,1570080, A ,,
12309095;50; APOTHEEK ; KOELKAST ; FLORINEF 0 1MG TABL. ;6004;6004;407356; A ;;;;12309095,50, APOTHEEK , KOELKAST , FLORINEF 0 1MG TABL. ,6004,6004,407356, A ,,
90000437;20; APOTHEEK ; AMPULLENKAST ; FLUIMICIL 100MG/ML INJ. 4ML ;64867;9005146;562963; A ;;;;90000437,20, APOTHEEK , AMPULLENKAST , FLUIMICIL 100MG/ML INJ. 4ML ,64867,9005146,562963, A ,,
12558265;3; APOTHEEK ; AMPULLENKAST ; FLUIMUCIL 200MG/ML INFVL. CONC.25ML ;6044;6044;562963; A ;;;;12558265,3, APOTHEEK , AMPULLENKAST , FLUIMUCIL 200MG/ML INFVL. CONC.25ML ,6044,6044,562963, A ,,
15213978;2; APOTHEEK ; AMPULLENKAST ; FLUMAZENIL  0 1MG/ML INJ. 5ML ;135444;198194;1836862; A ;;;;15213978,2, APOTHEEK , AMPULLENKAST , FLUMAZENIL  0 1MG/ML INJ. 5ML ,135444,198194,1836862, A ,,
14921707;6; APOTHEEK ; INHALATIE ; FLUTICASONE 50MCG/DO NEUSSPRAY 120DOSES ;46124;46124;758663; A ;;;;14921707,6, APOTHEEK , INHALATIE , FLUTICASONE 50MCG/DO NEUSSPRAY 120DOSES ,46124,46124,758663, A ,,
14003430;828; APOTHEEK ; WERKBANK + BALI ; FOLIUMZUUR 0 5MG TABL.;63759;158254;807060; A ;;;;14003430,828, APOTHEEK , WERKBANK + BALI , FOLIUMZUUR 0 5MG TABL.,63759,158254,807060, A ,,
90004210;591; APOTHEEK ; KOELKAST ; FOLIUMZUUR 100 UG/ML DRANK ;264879;9004961;807060; A ;;;;90004210,591, APOTHEEK , KOELKAST , FOLIUMZUUR 100 UG/ML DRANK ,264879,9004961,807060, A ,,
14148919;1740; APOTHEEK ; WERKBANK + BALI ; FOLIUMZUUR 5MG TABL ;59728;80074;1101188; A ;;;;14148919,1740, APOTHEEK , WERKBANK + BALI , FOLIUMZUUR 5MG TABL ,59728,80074,1101188, A ,,
90004686;1; APOTHEEK ; BALIREK 2 ; FOOT CREAM JOMI 250ML ;Bali;9006269;204161; A ;;;;90004686,1, APOTHEEK , BALIREK 2 , FOOT CREAM JOMI 250ML ,Bali,9006269,204161, A ,,
90004684;1; APOTHEEK ; BALIREK 2 ; FOOT MASK JOMI 200ML ;Bali;9006267;204161; A ;;;;90004684,1, APOTHEEK , BALIREK 2 , FOOT MASK JOMI 200ML ,Bali,9006267,204161, A ,,
90004683;3; APOTHEEK ; BALIREK 2 ; FOOT SCRUB JOMI 200ML ;Bali;9006266;204161; A ;;;;90004683,3, APOTHEEK , BALIREK 2 , FOOT SCRUB JOMI 200ML ,Bali,9006266,204161, A ,,
90004690;3; APOTHEEK ; BALIREK 2 ; FOOT SPRAY JOMI 130ML ;Bali;9006273;204161; A ;;;;90004690,3, APOTHEEK , BALIREK 2 , FOOT SPRAY JOMI 130ML ,Bali,9006273,204161, A ,,
14838869;29; APOTHEEK ; AMPULLENKAST ; FRAXIPARINE 2850IE/0 3ML INJ. ;6152;6152;619116; A ;;;;14838869,29, APOTHEEK , AMPULLENKAST , FRAXIPARINE 2850IE/0 3ML INJ. ,6152,6152,619116, A ,,
12121592;3; APOTHEEK ; KOELKAST ; FUNGIZONE 50MG INJ.PDR. ;6190;6190;32646; A ;;;;12121592,3, APOTHEEK , KOELKAST , FUNGIZONE 50MG INJ.PDR. ,6190,6190,32646, A ,,
90000031;36; APOTHEEK ; AMPULLENKAST ; FUROSEMIDE 10MG/ML INJ. 2ML ;57504;9004657;866407; A ;;;;90000031,36, APOTHEEK , AMPULLENKAST , FUROSEMIDE 10MG/ML INJ. 2ML ,57504,9004657,866407, A ,,
90004692;10; APOTHEEK ; INWENDIGE DRANKEN ; FYTOMENADION 10MG/ML DRANK ;158156;9006312;1659774; A ;;;;90004692,10, APOTHEEK , INWENDIGE DRANKEN , FYTOMENADION 10MG/ML DRANK ,158156,9006312,1659774, A ,,
14941813;15; APOTHEEK ; INWENDIGE DRANKEN ; FYTOMENADION 10MG/ML DRANK FNA ;157775;157775;1659774; A ;;;;14941813,15, APOTHEEK , INWENDIGE DRANKEN , FYTOMENADION 10MG/ML DRANK FNA ,157775,157775,1659774, A ,,
90001961;10; APOTHEEK ; INWENDIGE DRANKEN ; FYTOMENADION 150MCG=3DR DRUPPELS ;niet gevonden;9004782;1659774; A ;;;;90001961,10, APOTHEEK , INWENDIGE DRANKEN , FYTOMENADION 150MCG=3DR DRUPPELS ,niet gevonden,9004782,1659774, A ,,
90004549;450; APOTHEEK ; BALIREK 3 ; GAASCOMPRESSOR 10 X10 CM STERILE KLINIPRESS ;36088;9005428;269069; A ;;;;90004549,450, APOTHEEK , BALIREK 3 , GAASCOMPRESSOR 10 X10 CM STERILE KLINIPRESS ,36088,9005428,269069, A ,,
90004548;575; APOTHEEK ; BALIREK 3 ; GAASCOMPRESSOR 5X5 CM STERILE KLINIPRESS ;38432;9005427;269069; A ;;;;90004548,575, APOTHEEK , BALIREK 3 , GAASCOMPRESSOR 5X5 CM STERILE KLINIPRESS ,38432,9005427,269069, A ,,
90004435;265; APOTHEEK ; BALIREK 4 ; GAASKOMPRESSEN 10X10CM  NS  ALL CARE  12LGN ;niet gevonden;9005255;1179780; A ;;;;90004435,265, APOTHEEK , BALIREK 4 , GAASKOMPRESSEN 10X10CM  NS  ALL CARE  12LGN ,niet gevonden,9005255,1179780, A ,,
90004499;69; APOTHEEK ; BALIREK 4 ; GAASKOMPRESSEN 5X5 12PLY ;38431;9005364;1596217; A ;;;;90004499,69, APOTHEEK , BALIREK 4 , GAASKOMPRESSEN 5X5 12PLY ,38431,9005364,1596217, A ,,
90004594;241; APOTHEEK ; BALIREK 4 ; GAASKOMPRESSEN NS 10X10 4PLY ;niet gevonden;9005524;1035118; A ;;;;90004594,241, APOTHEEK , BALIREK 4 , GAASKOMPRESSEN NS 10X10 4PLY ,niet gevonden,9005524,1035118, A ,,
90004745;375; APOTHEEK ; BALIREK 1 ; GAASKOMPRESSEN ST. 5X5 8PLY ;138647;9006740;1035118; A ;;;;90004745,375, APOTHEEK , BALIREK 1 , GAASKOMPRESSEN ST. 5X5 8PLY ,138647,9006740,1035118, A ,,
15382567;99; APOTHEEK ; D T/M N ; GABAPENTINE 300MG CAPS. ;90749;175260;1670492; A ;;;;15382567,99, APOTHEEK , D T/M N , GABAPENTINE 300MG CAPS. ,90749,175260,1670492, A ,,
90004716;3; APOTHEEK ; BALIREK 2 ; GAS RELIEF SIMETHICON DROPS 30ML ;Bali;9006701;762857; A ;;;;90004716,3, APOTHEEK , BALIREK 2 , GAS RELIEF SIMETHICON DROPS 30ML ,Bali,9006701,762857, A ,,
90003545;4; APOTHEEK ; VACCINATIE KINDERPOLI ; GELEKOORTS VACCIN ;277291;9004101;1513435; A ;;;;90003545,4, APOTHEEK , VACCINATIE KINDERPOLI , GELEKOORTS VACCIN ,277291,9004101,1513435, A ,,
